oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Sagem,MC 932,1999,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),117.0,Mini-SIM,Monochrome graphic,,up to 7 lines,V1,
Sagem,RC 922,1999,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),121.0,Mini-SIM,Alphanumeric,,3x 12 chars,V1,
Sagem,MC 912,1999,Discontinued,116 x 45 x 22 mm (4.57 x 1.77 x 0.87 in),117.0,Mini-SIM,Alphanumeric,,4 x 12 chars,V1,
Sagem,MC 850,1998,Discontinued,132 x 50 x 21 mm (5.20 x 1.97 x 0.83 in),137.0,Mini-SIM,Monochrome graphic,,3 x 12 chars,V1,
Sagem,MC 825 FM,1998,Discontinued,132 x 50 x 26 mm (5.20 x 1.97 x 1.02 in),152.0,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sagem,MC 820,1998,Discontinued,130 x 50 x 26 mm (5.12 x 1.97 x 1.02 in),135.0,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sagem,RC 750,1998,Discontinued,140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in),158.0,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sagem,RC 730,1997,Discontinued,140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in),158.0,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Samsung,Galaxy Tab A 8.0 (2015),2015,2015,208.3 x 137.9 x 7.4 mm (8.20 x 5.43 x 0.29 in),313.0,Micro-SIM,"TFT capacitive touchscreen, 16M colors",8.0,"768 x 1024 pixels, 4:3 ratio (~160 ppi density)",Accelerometer,Android 5.0 (Lollipop)
Samsung,E1260B,2012,Discontinued,103 x 59 x 12 mm (4.06 x 2.32 x 0.47 in),83.0,Mini-SIM,"TFT, 65K colors",2.0,160 x 128 pixels (~102 ppi density),V1,
Samsung,Continuum I400,2010,Discontinued,125 x 58 x 12 mm (4.92 x 2.28 x 0.47 in),125.0,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors",3.4,"480 x 800 pixels, 5:3 ratio (~274 ppi density)","Accelerometer, gyro, proximity, compass",Android 2.1 (Eclair)
Samsung,Focus,2010,Discontinued,124.7 x 64.3 x 9.9 mm (4.91 x 2.53 x 0.39 in),4.0,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors",4.0,"480 x 800 pixels, 5:3 ratio (~233 ppi density)","Accelerometer, proximity, compass",Microsoft Windows Phone 7
Samsung,P940,2006,Cancelled,V1,0.0,Mini-SIM,"TFT, 256K colors",2.15,"240 x 320 pixels, 4:3 ratio (~186 ppi density)",V1,
Samsung,D550,2005,Cancelled,95 x 48 x 23 mm (3.74 x 1.89 x 0.91 in),119.0,Mini-SIM,"TFT, 256K colors",2.3,176 x 220 pixels (~122 ppi density),V1,
Samsung,P860,2005,Cancelled,V1,0.0,Mini-SIM,"TFD, 16M colors",,"320 x 240 pixels, 4:3 ratio",V1,
Samsung,Z700,2005,Cancelled,96 x 48.5 x 26.5 mm (3.78 x 1.91 x 1.04 in),125.0,Mini-SIM,"TFT, 256K colors",,"320 x 240 pixels, 4:3 ratio",V1,
Samsung,D710,2004,Cancelled,101 x 51 x 24 mm (3.98 x 2.01 x 0.94 in),110.0,Mini-SIM,"TFT, 256K colors",,208 x 176 pixels,V1,Symbian 7.0s
Samsung,i530,2004,Cancelled,90 x 55 x 27.5 mm (3.54 x 2.17 x 1.08 in),145.0,Mini-SIM,"UFS, 65K colors",,"162 x 176 pixels (324 x 352 support), 14 lines",V1,Palm 5.2
Samsung,i505,2004,Cancelled,91 x 54 x 23 mm (3.58 x 2.13 x 0.91 in),147.0,Mini-SIM,"TFT resistive  touchscreen, 65K colors",,"162 x 176 pixels (324 x 352 support), 14 lines",V1,Palm 5.2.1
Samsung,i250,2004,Cancelled,94 x 50 x 26 mm (3.70 x 1.97 x 1.02 in),130.0,Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,V1,Microsoft Smartphone 2003
Samsung,X900,2004,Cancelled,89.7 x 46.4 x 24 mm (3.53 x 1.83 x 0.94 in),116.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
Samsung,E410,2004,Discontinued,73 x 53 x 23 mm (2.87 x 2.09 x 0.91 in),80.0,Mini-SIM,"UFB, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Samsung,P705,2003,Cancelled,92 x 51 x 26.4 mm (3.62 x 2.01 x 1.04 in),130.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
Samsung,D700,2003,Cancelled,89 x 49 x 23 mm (3.50 x 1.93 x 0.91 in),110.0,Mini-SIM,"TFT, 65K colors",,176 x 208 pixels,V1,Symbian
Samsung,P500,2003,Cancelled,90 x 46 x 23 mm (3.54 x 1.81 x 0.91 in),93.0,Mini-SIM,"TFD, 65K colors",,128 x 160 pixels,V1,
Samsung,Watch Phone,2003,Cancelled,38 x 64 x 17 mm (1.50 x 2.52 x 0.67 in),80.0,Mini-SIM,"OLED, 256 colors",,"94 x 64 pixels, 3:2 ratio",V1,Proprietary OS
Samsung,T400,2002,Discontinued,80 x 42 x 21 mm (3.15 x 1.65 x 0.83 in),80.0,Mini-SIM,"TFT, 65K colors",,128 x 144 pixels,V1,
Samsung,Q300,2002,Discontinued,85 x 48 x 23 mm (3.35 x 1.89 x 0.91 in),89.0,Mini-SIM,"Grayscale graphic, 4 shades",,"16 lines, 128 x 128 pixels",V1,
Samsung,Q200,2002,Discontinued,85 x 48 x 20 mm (3.35 x 1.89 x 0.79 in),90.0,Mini-SIM,"Grayscale graphic, 4 shades",,"128 x 128 pixels, 1:1 ratio",V1,
Samsung,A400,2001,Discontinued,70 x 48 x 20 mm (2.76 x 1.89 x 0.79 in),80.0,Mini-SIM,"Grayscale graphic, 4 shades",,"128 x  96 pixels, 6 lines",V1,
Samsung,Q100,2001,Discontinued,112 x 42 x 18.5 mm (4.41 x 1.65 x 0.73 in),85.0,Mini-SIM,Monochrome graphic,,"128 x 128 pixels, 1:1 ratio",V1,
Samsung,SGH-250,1996,Discontinued,124 x 48 x 25 mm (4.88 x 1.89 x 0.98 in),179.0,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sendo,P600,2004,Discontinued,"108 x 45 x 20 mm, 76 cc (4.25 x 1.77 x 0.79 in)",85.0,Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sendo,SV663,2004,Discontinued,"108 x 45 x 19.5 mm, 76 cc (4.25 x 1.77 x 0.77 in)",86.0,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
Sendo,M570,2004,Discontinued,"82 x 45 x 20 mm, 68 cc (3.23 x 1.77 x 0.79 in)",77.0,Mini-SIM,"UFB, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sendo,S330,2003,Discontinued,"108 x 47 x 21 mm, 79 cc (4.25 x 1.85 x 0.83 in)",81.0,Mini-SIM,"CSTN, 4096 colors",,"98 x 67 pixels, 5 lines, 3:2 ratio",V1,
Sendo,J520,2001,Discontinued,"113 x 50 x 25 mm, 79 cc (4.45 x 1.97 x 0.98 in)",75.0,Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 6 lines, 3:2 ratio",V1,
Sewon,SRS-3300,2005,Discontinued,72 x 39 x 26.5 mm (2.83 x 1.54 x 1.04 in),90.0,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,V1,
Sewon,SRD-3000,2004,Discontinued,91 x 48 x 18 mm (3.58 x 1.89 x 0.71 in),90.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
Sewon,SRD-200,2004,Discontinued,87.5 x 47.5 x 21.7 mm (3.44 x 1.87 x 0.85 in),95.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-1050,2004,Discontinued,82 x 44 x 21 mm (3.23 x 1.73 x 0.83 in),90.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-1030,2004,Discontinued,82 x 44 x 22 mm (3.23 x 1.73 x 0.87 in),90.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-1020,2004,Discontinued,82 x 42.4 x 21 mm (3.23 x 1.67 x 0.83 in),90.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-1010,2004,Discontinued,82 x 44 x 21 mm (3.23 x 1.73 x 0.83 in),90.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-1000,2004,Discontinued,82 x 42 x 21 mm (3.23 x 1.65 x 0.83 in),90.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-106,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),80.0,Mini-SIM,"CSTN, 256 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-105,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),80.0,Mini-SIM,"CSTN, 256 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-102,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),80.0,Mini-SIM,"CSTN, 256 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SGD-101,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),80.0,Mini-SIM,"CSTN, 256 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SG-2890CD,2004,Discontinued,72 x 40 x 23 mm (2.83 x 1.57 x 0.91 in),80.0,Mini-SIM,"CSTN, 256 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SG-2300CD,2004,Discontinued,68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in),72.0,Mini-SIM,"CSTN, 256 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SG-2320CD,2004,Discontinued,68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in),72.0,Mini-SIM,"CSTN, 256 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SG-2200CD,2004,Discontinued,68 x 39 x 22 mm (2.68 x 1.54 x 0.87 in),72.0,Mini-SIM,"CSTN, 256 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Sewon,SG-P100,2004,Discontinued,88 x 44 x 21 mm (3.46 x 1.73 x 0.83 in),82.0,Mini-SIM,"STN, 256 colors",,101 x 80 pixels,V1,
Sharp,Aquos Zero 2,2020,2020,158 x 74 x 8.8 mm (6.22 x 2.91 x 0.35 in),141.0,Nano-SIM,"OLED capacitive touchscreen, 1B colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Sharp,Aquos V,2019,2019,157 x 76 x 9 mm (6.18 x 2.99 x 0.35 in),173.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.9,"1080 x 2160 pixels, 18:9 ratio (~409 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Sharp,AQUOS  941SH,2009,Discontinued,119 x 53 x 16.6 mm (4.69 x 2.09 x 0.65 in),130.0,Mini-SIM,"TFT resistive touchscreen, 16M colors",4.0,480 x 1024 (~283 ppi density),"Accelerometer, proximity",
Sharp,940SH,2009,Discontinued,111 x 51 x 16 mm (4.37 x 2.01 x 0.63 in),130.0,Mini-SIM,"TFT resistive touchscreen, 16M colors",3.4,"854 x 480 pixels, 16:9 ratio (~288 ppi density)",V1,
Sharp,550SH,2006,Discontinued,111 x 47 x 18.5 mm (4.37 x 1.85 x 0.73 in),98.0,Mini-SIM,"TFT, 256K colors",2.0,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",V1,
Sharp,GX17,2005,Discontinued,106 x 45.5 x 17.4 mm (4.17 x 1.79 x 0.69 in),85.0,Mini-SIM,"TFT, 65K colors",1.9,"120 x 160 pixels, 4:3 ratio (~105 ppi density)",V1,
Sharp,GX40,2005,Discontinued,93 x 46 x 22 mm (3.66 x 1.81 x 0.87 in),98.0,Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 2.0 inch, 4:3 ratio",V1,
Sharp,GX25/GZ200,2004,Discontinued,92 x 46 x 23.5 mm (3.62 x 1.81 x 0.93 in),90.0,Mini-SIM,"TFT, 256K colors",,"320 x 240 pixels, 4:3 ratio",V1,
Sharp,TM150,2004,Discontinued,93 x 43 x 25 mm (3.66 x 1.69 x 0.98 in),113.0,Mini-SIM,"TFT, 256K colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
Sharp,GX30,2004,Discontinued,95 x 49 x 26 mm (3.74 x 1.93 x 1.02 in),110.0,Mini-SIM,"CGS, 256K colors",2.2,"240 x 320 pixels, 8 lines, 4:3 ratio (~182 ppi density)",V1,
Sharp,GX22,2003,Discontinued,94 x 49 x 25 mm (3.70 x 1.93 x 0.98 in),102.0,Mini-SIM,"CGS, 256K colors",,"240 x 320 pixels, 4:3 ratio",V1,
Sharp,GX20,2003,Discontinued,95 x 49 x 25 mm (3.74 x 1.93 x 0.98 in),102.0,Mini-SIM,"CGS, 65K colors",,"240 x 320 pixels, 4:3 ratio",V1,
Sharp,GX10i,2003,Discontinued,94 x 49 x 27 mm (3.70 x 1.93 x 1.06 in),110.0,Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",V1,
Sharp,GX10,2002,Discontinued,94 x 49 x 27 mm (3.70 x 1.93 x 1.06 in),110.0,Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",V1,
Sharp,GX1,2002,Discontinued,133 x 46 x 23 mm (5.24 x 1.81 x 0.91 in),110.0,Mini-SIM,"GFC, 65K Colors",,"120 x 160 pixels, 4:3 ratio",V1,
Siemens,CX70,2004,Discontinued,108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in),90.0,Mini-SIM,"TFT, 65K colors",,"132 x 176 pixels, 9 lines, 4:3 ratio",V1,
Siemens,PenPhone,2004,Cancelled,140 x 25 x 19 mm (5.51 x 0.98 x 0.75 in),0.0,Mini-SIM,LCD,,,V1,
Siemens,ST60,2004,Discontinued,"99 x 49 x 22 mm, 76 cc (3.90 x 1.93 x 0.87 in)",87.0,Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",V1,
Siemens,U15,2003,Discontinued,"136 x 53 x 24 mm, 140 cc (5.35 x 2.09 x 0.94 in)",140.0,Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,V1,
Siemens,ST55,2003,Discontinued,99 x 47 x 22 mm (3.90 x 1.85 x 0.87 in),87.0,Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 7 lines, 4:3 ratio",V1,
Siemens,Xelibri 1,2003,Discontinued,"101 x 46 x 19 mm, 72 cc (3.98 x 1.81 x 0.75 in)",73.0,Mini-SIM,Monochrome graphic,,101 x 64 pixels,V1,
Siemens,Xelibri 2,2003,Discontinued,"99 x 56 x 20 mm, 78 cc (3.90 x 2.20 x 0.79 in)",73.0,Mini-SIM,Monochrome graphic,,"101 x 65 pixels, 5 lines",V1,
Siemens,Xelibri 3,2003,Discontinued,"74 x 43 x 20 mm, 48 cc (2.91 x 1.69 x 0.79 in)",55.0,Mini-SIM,Monochrome graphic,,"101 x 56 pixels, 5 lines, 17:9 ratio",V1,
Siemens,Xelibri 4,2003,Discontinued,"99 x 53 x 19 mm, 70 cc (3.90 x 2.09 x 0.75 in)",71.0,Mini-SIM,Monochrome graphic,,"101 x 65 pixels, 5 lines",V1,
Siemens,M55,2003,Discontinued,101 x 46 x 21 mm (3.98 x 1.81 x 0.83 in),83.0,Mini-SIM,"CSTN, 4096 colors",,"101 x 80 pixels, 7 lines",V1,
Siemens,SL55,2003,Discontinued,"82 x 45 x 22 mm, 63 cc (3.23 x 1.77 x 0.87 in)",79.0,Mini-SIM,"CSTN, 4096 colors",,101 x 80 pixels,V1,
Siemens,S55,2002,Discontinued,"101 x 42 x 18 mm, 69 cc (3.98 x 1.65 x 0.71 in)",85.0,Mini-SIM,"CSTN, 256 colors",,"101 x 80 pixels, 7 lines",V1,
Siemens,SX45,2001,Discontinued,"134 x 87 x 26 mm, 309 cc (5.28 x 3.43 x 1.02 in)",330.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",,"240 x 320 pixels, 4:3 ratio",V1,Microsoft Windows CE 3.0 for PocketPC
Siemens,SL45i,2001,Discontinued,"105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)",88.0,Mini-SIM,Monochrome graphic,1.5,"101 x 80 pixels, 7 lines (~86 ppi density)",V1,
Siemens,SL42,2001,Discontinued,"105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)",88.0,Mini-SIM,Monochrome graphic,1.5,"101 x 80 pixels, 7 lines (~86 ppi density)",V1,
Siemens,SL45,2000,Discontinued,"105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)",88.0,Mini-SIM,Monochrome graphic,1.5,"101 x 80 pixels, 7 lines (~86 ppi density)",V1,
Siemens,A36,2000,Discontinued,118 x 46 x 21 mm (4.65 x 1.81 x 0.83 in),120.0,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Siemens,M30,2000,Discontinued,"124 x 44 x 24 mm, 99 cc (4.88 x 1.73 x 0.94 in)",110.0,Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Siemens,C28,2000,Discontinued,"117 x 47 x 27 mm, 120 cc (4.61 x 1.85 x 1.06 in)",135.0,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Sony,Xperia 1 II,2020,2020,165.1 x 71.1 x 7.6 mm (6.5 x 2.80 x 0.30 in),4.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 1B colors",6.5,"1644 x 3840 pixels, 21:9 ratio (~643 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Android 10
Sony,Xperia 10 II,2020,2020,157 x 69 x 8.2 mm (6.18 x 2.72 x 0.32 in),151.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.0,"1080 x 2520 pixels, 21:9 ratio (~457 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
Sony,Xperia L4,2020,2020,159 x 71 x 8.7 mm (6.26 x 2.80 x 0.34 in),178.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1680 pixels, 21:9 ratio (~295 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Sony,Xperia 5,2019,2019,158 x 68 x 8.2 mm (6.22 x 2.68 x 0.32 in),164.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.1,"1080 x 2520 pixels, 21:9 ratio (~449 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Android 9.0 (Pie)
Sony,CMD Z7,2001,Discontinued,"91 x 50 x 25 mm, 90 cc (3.58 x 1.97 x 0.98 in)",95.0,Mini-SIM,"Grayscale graphic, 4 shades",,"96 x 92 pixels, 6 lines, 1:1 ratio",V1,
Sony,CMD J70,2001,Discontinued,113 x 44 x 21 mm (4.45 x 1.73 x 0.83 in),92.0,Mini-SIM,"Grayscale graphic, 4 shades",,"96 x 92 pixels, 6 lines, 1:1 ratio",V1,
Sony,CMD J7,2001,Discontinued,113 x 44 x 21 mm (4.45 x 1.73 x 0.83 in),92.0,Mini-SIM,"Grayscale graphic, 4 shades",,"96 x 92 pixels, 6 lines, 1:1 ratio",V1,
Sony,CMD MZ5,,Discontinued,"90 x 49 x 30 mm, 100 cc (3.54 x 1.93 x 1.18 in)",110.0,Mini-SIM,"Grayscale graphic, 4 shades",,"96 x 72 pixels, 5 lines, 4:3 ratio",V1,
Sony,CMD J6,2001,Discontinued,123 x 43 x 20 mm (4.84 x 1.69 x 0.79 in),82.0,Mini-SIM,"Grayscale graphic, 4 shades",,"96 x 92 pixels, 6 lines, 1:1 ratio",V1,
Sony,CMD Z1 plus,1997,Discontinued,"98 x 60 x 26 mm, 120 cc (3.86 x 2.36 x 1.02 in)",195.0,Mini-SIM,Monochrome graphic,,"97 x 32 pixels, 5 lines",V1,
Sony,CMD Z1,1997,Discontinued,"99 x 64 x 24 mm, 120 cc (3.90 x 2.52 x 0.94 in)",220.0,Mini-SIM,Monochrome graphic,,"97 x 32 pixels, 5 lines",V1,
Sony,CM-DX 2000,1997,Discontinued,"147 x 46 x 27 mm, 155 cc (5.79 x 1.81 x 1.06 in)",185.0,Mini-SIM,Monochrome graphic,,"97 x 33 pixels, 4 x 16 chars",V1,
Sony,CM-DX 1000,1997,Discontinued,150 x 45 x 32 mm (5.91 x 1.77 x 1.26 in),235.0,Mini-SIM,Monochrome graphic,,4 x 16 chars,V1,
Sony Ericsson,Z700,2002,Cancelled,"91 x 50 x 24 mm, 90 cc (3.58 x 1.97 x 0.94 in)",95.0,Mini-SIM,"STN, 256 colors",,,V1,
Sony Ericsson,Windows Phone 7,,Cancelled,,0.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",,,Accelerometer,Microsoft Windows Phone 7
Spice,Mi-285 Stellar,2012,Discontinued,116.5 x 58.4 x 12.7 mm (4.59 x 2.30 x 0.5 in),79.0,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors",2.8,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",V1,Android 2.3 (Gingerbread)
T-Mobile,Revvlry+,2019,2019,158.5 x 75.2 x 8.6 mm (6.24 x 2.96 x 0.34 in),0.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.24,"1080 x 2270 pixels, 19:9 ratio (~403 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
T-Mobile,Revvlry,2019,2019,148.6 x 71.4 x 8.1 mm (5.85 x 2.81 x 0.32 in),0.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.7,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
TCL,10 5G,2020,2020,163.7 x 76.6 x 9 mm (6.44 x 3.02 x 0.35 in),210.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
TCL,10 Pro,2020,2020,158.5 x 72.4 x 9.2 mm (6.24 x 2.85 x 0.36 in),177.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.47,"1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
TCL,10L,2020,2020,162.2 x 75.6 x 8.4 mm (6.39 x 2.98 x 0.33 in),180.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
TCL,Plex,2019,2019,162.2 x 76.6 x 8 mm (6.39 x 3.02 x 0.31 in),192.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
TECNO,Spark Power 2,2020,2020,174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in),220.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",7.0,720 x 1640 pixels (~256 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity",Android 10
TECNO,Spark 5 Air,2020,2020,174.6 x 79.3 x 9.1 mm (6.87 x 3.12 x 0.36 in),0.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",7.0,720 x 1640 pixels (~256 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity",Android 10 (Go edition)
TECNO,Spark 5,2020,2020,164.7 x 76.3 x 8.8 mm (6.48 x 3.00 x 0.35 in),0.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
TECNO,Camon 15 Premier,2020,2020,163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),203.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
TECNO,Camon 15 Air,2020,2020,164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in),0.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
TECNO,Camon 15 Pro,2020,2020,163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),203.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
TECNO,Camon 15,2020,2020,164.1 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in),196.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
TECNO,Camon 12 Air,2019,2019,164.2 x 76.1 x 8.2 mm (6.46 x 3.00 x 0.32 in),181.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.55,"720 x 1600 pixels, 20:9 ratio (~268 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
TECNO,Pop 3 Plus,2019,2019,166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),5.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.52,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
TECNO,Spark 4 Lite,2019,2019,166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),0.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.52,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
